"Id","Conferencias","Numero de anos","Total Papers","Total Autores","Média Autores/Ano","Desv Pad","Ano Início","Ano Fim","Anos sem artigos",,,,,,,,,,,
,"EWSN",9,,,,,,,,,,,,,,,,,,
,"W4A",9,,,,,,,,,,,,,,,,,,
,"TCC",9,,,,,,,,,,,,,,,,,,
,"Modellierung",9,,,,,,,,,,,,,,,,,,
,"WISA",9,,,,,,,,,,,,,,,,,,
,"CPAIOR",9,,,,,,,,,,,,,,,,,,
,"Privacy Enhancing Technologies",9,,,,,,,,,,,,,,,,,,
,"IDA",9,,,,,,,,,,,,,,,,,,
,"OSDI",9,,,,,,,,,,,,,,,,,,
,"SEFM",9,,,,,,,,,,,,,,,,,,
,"ISSS",9,,,,,,,,,,,,,,,,,,
,"WWIC",9,,,,,,,,,,,,,,,,,,
,"IOLTS",9,,,,,,,,,,,,,,,,,,
,"Software Engineering",9,,,,,,,,,,,,,,,,,,
,"IHM",9,,,,,,,,,,,,,,,,,,
,"AMCIS",9,,,,,,,,,,,,,,,,,,
,"SERA",9,,,,,,,,,,,,,,,,,,
,"PADS",9,,,,,,,,,,,,,,,,,,
,"CAAP",9,,,,,,,,,,,,,,,,,,
,"Smart Graphics",9,,,,,,,,,,,,,,,,,,
,"ISPA",9,,,,,,,,,,,,,,,,,,
,"VAST",9,,,,,,,,,,,,,,,,,,
,"ICWS",9,,,,,,,,,,,,,,,,,,
,"IAAI",9,,,,,,,,,,,,,,,,,,
,"RIDE",9,,,,,,,,,,,,,,,,,,
,"ICDAR",9,,,,,,,,,,,,,,,,,,
,"ADC",9,,,,,,,,,,,,,,,,,,
,"WAOA",9,,,,,,,,,,,,,,,,,,
,"ISPAN",9,,,,,,,,,,,,,,,,,,
,"ISMM",9,,,,,,,,,,,,,,,,,,
,"Pervasive",9,,,,,,,,,,,,,,,,,,
,"DeLFI",9,,,,,,,,,,,,,,,,,,
,"OOIS",9,,,,,,,,,,,,,,,,,,
,"MobiDE",9,,,,,,,,,,,,,,,,,,
,"CODES+ISSS",9,,,,,,,,,,,,,,,,,,
,"KES (2)",9,,,,,,,,,,,,,,,,,,
,"EUROMICRO",9,,,,,,,,,,,,,,,,,,
,"SBAC-PAD",9,,,,,,,,,,,,,,,,,,
,"ICCSA (2)",9,,,,,,,,,,,,,,,,,,
,"RIAO",9,,,,,,,,,,,,,,,,,,
,"PLILP",9,,,,,,,,,,,,,,,,,,
,"MICCAI (1)",9,,,,,,,,,,,,,,,,,,
,"ISCAS",9,,,,,,,,,,,,,,,,,,
,"ACM Symposium on User Interface Software and Technology",9,,,,,,,,,,,,,,,,,,
,"IAT",9,,,,,,,,,,,,,,,,,,
,"GLDV-Jahrestagung",9,,,,,,,,,,,,,,,,,,
,"IWDW",9,,,,,,,,,,,,,,,,,,
,"IEEE PACT",9,,,,,,,,,,,,,,,,,,
,"ICWE",9,,,,,,,,,,,,,,,,,,
,"MVA",9,,,,,,,,,,,,,,,,,,
,"ICAPS",9,,,,,,,,,,,,,,,,,,
,"MICCAI (2)",9,,,,,,,,,,,,,,,,,,
,"WPES",9,,,,,,,,,,,,,,,,,,
,"ECCV (1)",9,,,,,,,,,,,,,,,,,,
,"WIDM",9,,,,,,,,,,,,,,,,,,
,"NPAR",9,,,,,,,,,,,,,,,,,,
,"SPLT",9,,,,,,,,,,,,,,,,,,
,"FMCO",9,,,,,,,,,,,,,,,,,,
,"DALT",9,,,,,,,,,,,,,,,,,,
,"I3E",9,,,,,,,,,,,,,,,,,,
,"ADT",9,,,,,,,,,,,,,,,,,,
,"IMR",9,,,,,,,,,,,,,,,,,,
,"IEEE METRICS",9,,,,,,,,,,,,,,,,,,
,"ICIP (3)",9,,,,,,,,,,,,,,,,,,
,"CIARP",9,,,,,,,,,,,,,,,,,,
,"RelMiCS",9,,,,,,,,,,,,,,,,,,
,"AFIPS National Computer Conference",9,,,,,,,,,,,,,,,,,,
,"SAT",9,,,,,,,,,,,,,,,,,,
,"WADT",9,,,,,,,,,,,,,,,,,,
,"AMS",9,,,,,,,,,,,,,,,,,,
,"FDL",9,,,,,,,,,,,,,,,,,,
,"CIVR",9,,,,,,,,,,,,,,,,,,
,"ESTImedia",9,,,,,,,,,,,,,,,,,,
,"ECSQARU",9,,,,,,,,,,,,,,,,,,
,"FMLDO",9,,,,,,,,,,,,,,,,,,
,"Communications and Multimedia Security",9,,,,,,,,,,,,,,,,,,
,"ICMLA",9,,,,,,,,,,,,,,,,,,
,"IPTPS",9,,,,,,,,,,,,,,,,,,
,"MATES",9,,,,,,,,,,,,,,,,,,
,"Pacific Conference on Computer Graphics and Applications",9,,,,,,,,,,,,,,,,,,
,"ICCSA (1)",9,,,,,,,,,,,,,,,,,,
,"GI-Fachgespräch über Rechenzentren",9,,,,,,,,,,,,,,,,,,
,"IEEE ICCI",9,,,,,,,,,,,,,,,,,,
,"ICEIS (4)",9,,,,,,,,,,,,,,,,,,
,"ICIP (1)",9,,,,,,,,,,,,,,,,,,
,"FQAS",9,,,,,,,,,,,,,,,,,,
,"RuleML",9,,,,,,,,,,,,,,,,,,
,"QSIC",9,,,,,,,,,,,,,,,,,,
,"IVA",9,,,,,,,,,,,,,,,,,,
,"EvoCOP",9,,,,,,,,,,,,,,,,,,
,"PPSC",9,,,,,,,,,,,,,,,,,,
,"ICARIS",9,,,,,,,,,,,,,,,,,,
,"Computer Graphics International",9,,,,,,,,,,,,,,,,,,
,"ADHOC-NOW",9,,,,,,,,,,,,,,,,,,
,"MEMOCODE",9,,,,,,,,,,,,,,,,,,
,"SCAI",9,,,,,,,,,,,,,,,,,,
,"Conf. Computing Frontiers",9,,,,,,,,,,,,,,,,,,
,"ACM-GIS",9,,,,,,,,,,,,,,,,,,
,"SWAT (FOCS)",9,,,,,,,,,,,,,,,,,,
,"MTV",9,,,,,,,,,,,,,,,,,,
,"ANTS",9,,,,,,,,,,,,,,,,,,
,"CGO",9,,,,,,,,,,,,,,,,,,
,"ALENEX",9,,,,,,,,,,,,,,,,,,
,"CARDIS",9,,,,,,,,,,,,,,,,,,
,"ICEC",9,,,,,,,,,,,,,,,,,,
,"PRICAI",8,,,,,,,,,,,,,,,,,,
,"CDVE",8,,,,,,,,,,,,,,,,,,
,"MICAI",8,,,,,,,,,,,,,,,,,,
,"PDCAT",8,,,,,,,,,,,,,,,,,,
,"HPCS",8,,,,,,,,,,,,,,,,,,
,"CSCWD",8,,,,,,,,,,,,,,,,,,
,"TrustBus",8,,,,,,,,,,,,,,,,,,
,"CODES",8,,,,,,,,,,,,,,,,,,
,"ICSOC",8,,,,,,,,,,,,,,,,,,
,"ISPDC",8,,,,,,,,,,,,,,,,,,
,"ICEIS (3)",8,,,,,,,,,,,,,,,,,,
,"ICDCIT",8,,,,,,,,,,,,,,,,,,
,"ICSR",8,,,,,,,,,,,,,,,,,,
,"ML",8,,,,,,,,,,,,,,,,,,
,"EDCC",8,,,,,,,,,,,,,,,,,,
,"Humanoids",8,,,,,,,,,,,,,,,,,,
,"SDL Forum",8,,,,,,,,,,,,,,,,,,
,"SCOPES",8,,,,,,,,,,,,,,,,,,
,"Security and Management",8,,,,,,,,,,,,,,,,,,
,"DATESO",8,,,,,,,,,,,,,,,,,,
,"IWOMP",8,,,,,,,,,,,,,,,,,,
,"Intelligent Tutoring Systems",8,,,,,,,,,,,,,,,,,,
,"Shape Modeling International",8,,,,,,,,,,,,,,,,,,
,"ISNN (2)",8,,,,,,,,,,,,,,,,,,
,"SNPD",8,,,,,,,,,,,,,,,,,,
,"ICAC",8,,,,,,,,,,,,,,,,,,
,"ICIP",8,,,,,,,,,,,,,,,,,,
,"EGPGV",8,,,,,,,,,,,,,,,,,,
,"PAM ",8,,,,,,,,,,,,,,,,,,
,"QEST",8,,,,,,,,,,,,,,,,,,
,"PROMAS",8,,,,,,,,,,,,,,,,,,
,"Vehicular Ad Hoc Networks",8,,,,,,,,,,,,,,,,,,
,"IFIP Congress",8,,,,,,,,,,,,,,,,,,
,"ICEIS",8,,,,,,,,,,,,,,,,,,
,"AINA",8,,,,,,,,,,,,,,,,,,
,"Secure Data Management",8,,,,,,,,,,,,,,,,,,
,"IKE",8,,,,,,,,,,,,,,,,,,
,"GIL Jahrestagung",8,,,,,,,,,,,,,,,,,,
,"FORMATS",8,,,,,,,,,,,,,,,,,,
,"GROUP",8,,,,,,,,,,,,,,,,,,
,"VLSI-SoC",8,,,,,,,,,,,,,,,,,,
,"CMSB",8,,,,,,,,,,,,,,,,,,
,"Software Engineering Research and Practice",8,,,,,,,,,,,,,,,,,,
,"PE-WASUN",8,,,,,,,,,,,,,,,,,,
,"IPCCC",8,,,,,,,,,,,,,,,,,,
,"ATVA",8,,,,,,,,,,,,,,,,,,
,"MUM",8,,,,,,,,,,,,,,,,,,
,"ISPEC",8,,,,,,,,,,,,,,,,,,
,"AH",8,,,,,,,,,,,,,,,,,,
,"APWeb",8,,,,,,,,,,,,,,,,,,
,"ICTAC",8,,,,,,,,,,,,,,,,,,
,"SIGITE Conference",8,,,,,,,,,,,,,,,,,,
,"SEUH",8,,,,,,,,,,,,,,,,,,
,"LMO",8,,,,,,,,,,,,,,,,,,
,"IEEE Real-Time and Embedded Technology and Applications Symposium",8,,,,,,,,,,,,,,,,,,
,"ATMOS",8,,,,,,,,,,,,,,,,,,
,"GREC",8,,,,,,,,,,,,,,,,,,
,"USENIX Annual Technical Conference, General Track",8,,,,,,,,,,,,,,,,,,
,"Structure in Complexity Theory Conference",8,,,,,,,,,,,,,,,,,,
,"VL/HCC",8,,,,,,,,,,,,,,,,,,
,"SBCCI",8,,,,,,,,,,,,,,,,,,
,"OOPSLA Companion",8,,,,,,,,,,,,,,,,,,
,"PARA",8,,,,,,,,,,,,,,,,,,
,"EWSPT",8,,,,,,,,,,,,,,,,,,
,"ICFCA",8,,,,,,,,,,,,,,,,,,
,"IWPC",8,,,,,,,,,,,,,,,,,,
,"ISSA",8,,,,,,,,,,,,,,,,,,
,"PerCom Workshops",8,,,,,,,,,,,,,,,,,,
,"Artificial Evolution",8,,,,,,,,,,,,,,,,,,
,"LSSC",8,,,,,,,,,,,,,,,,,,
,"Performance",8,,,,,,,,,,,,,,,,,,
,"ISNN (1)",8,,,,,,,,,,,,,,,,,,
,"Advances in Computer Entertainment Technology",8,,,,,,,,,,,,,,,,,,
,"IMA Int. Conf.",8,,,,,,,,,,,,,,,,,,
,"ER (Workshops)",8,,,,,,,,,,,,,,,,,,
,"EuroPKI",8,,,,,,,,,,,,,,,,,,
,"EMMCVPR",8,,,,,,,,,,,,,,,,,,
,"EuroSPI",8,,,,,,,,,,,,,,,,,,
,"CNSR",8,,,,,,,,,,,,,,,,,,
,"Hot Interconnects",8,,,,,,,,,,,,,,,,,,
,"IMA Conference on the Mathematics of Surfaces",8,,,,,,,,,,,,,,,,,,
,"FMOODS",8,,,,,,,,,,,,,,,,,,
,"CBSE",8,,,,,,,,,,,,,,,,,,
,"DIMVA",8,,,,,,,,,,,,,,,,,,
,"ECOWS",8,,,,,,,,,,,,,,,,,,
,"IICS",8,,,,,,,,,,,,,,,,,,
,"FOSAD",8,,,,,,,,,,,,,,,,,,
,"MDAI",8,,,,,,,,,,,,,,,,,,
,"W2GIS",8,,,,,,,,,,,,,,,,,,
,"AAMAS",8,,,,,,,,,,,,,,,,,,
,"CRV",8,,,,,,,,,,,,,,,,,,
,"IFM",8,,,,,,,,,,,,,,,,,,
,"ISBI",8,,,,,,,,,,,,,,,,,,
,"IAS",8,,,,,,,,,,,,,,,,,,
,"APPROX-RANDOM",8,,,,,,,,,,,,,,,,,,
,"VECPAR",8,,,,,,,,,,,,,,,,,,
,"VEE",8,,,,,,,,,,,,,,,,,,
,"JFSMA",8,,,,,,,,,,,,,,,,,,
,"AICCSA",8,,,,,,,,,,,,,,,,,,
,"AIME",8,,,,,,,,,,,,,,,,,,
,"PPPJ",8,,,,,,,,,,,,,,,,,,
,"Automated Deduction in Geometry",8,,,,,,,,,,,,,,,,,,
,"APGV",8,,,,,,,,,,,,,,,,,,
,"CCIA",8,,,,,,,,,,,,,,,,,,
,"Gesture Workshop",8,,,,,,,,,,,,,,,,,,
,"CIT",7,,,,,,,,,,,,,,,,,,
,"Mobile Data Management",7,,,,,,,,,,,,,,,,,,
,"ALGOSENSORS",7,,,,,,,,,,,,,,,,,,
,"MLMI",7,,,,,,,,,,,,,,,,,,
,"ICISS",7,,,,,,,,,,,,,,,,,,
,"FIW",7,,,,,,,,,,,,,,,,,,
,"Multimedia Information Retrieval",7,,,,,,,,,,,,,,,,,,
,"SoMeT",7,,,,,,,,,,,,,,,,,,
,"Hybrid Metaheuristics",7,,,,,,,,,,,,,,,,,,
,"APMS",7,,,,,,,,,,,,,,,,,,
,"Advances in Modal Logic",7,,,,,,,,,,,,,,,,,,
,"REFSQ",7,,,,,,,,,,,,,,,,,,
,"Software Composition",7,,,,,,,,,,,,,,,,,,
,"Software-Ergonomie",7,,,,,,,,,,,,,,,,,,
,"CHINZ",7,,,,,,,,,,,,,,,,,,
,"FG",7,,,,,,,,,,,,,,,,,,
,"CiE",7,,,,,,,,,,,,,,,,,,
,"PWC",7,,,,,,,,,,,,,,,,,,
,"WIRN",7,,,,,,,,,,,,,,,,,,
,"HPCC",7,,,,,,,,,,,,,,,,,,
,"CHARME",7,,,,,,,,,,,,,,,,,,
,"AUIC",7,,,,,,,,,,,,,,,,,,
,"IWAN",7,,,,,,,,,,,,,,,,,,
,"Document Analysis Systems",7,,,,,,,,,,,,,,,,,,
,"JURIX",7,,,,,,,,,,,,,,,,,,
,"ETRA",7,,,,,,,,,,,,,,,,,,
,"DaMoN",7,,,,,,,,,,,,,,,,,,
,"GeoInfo",7,,,,,,,,,,,,,,,,,,
,"Adaptive Multimedia Retrieval",7,,,,,,,,,,,,,,,,,,
,"ICIC (1)",7,,,,,,,,,,,,,,,,,,
,"DRR",7,,,,,,,,,,,,,,,,,,
,"DCOSS",7,,,,,,,,,,,,,,,,,,
,"Multimedia Information Systems",7,,,,,,,,,,,,,,,,,,
,"AINTEC",7,,,,,,,,,,,,,,,,,,
,"KES (3)",7,,,,,,,,,,,,,,,,,,
,"OTM Conferences (2)",7,,,,,,,,,,,,,,,,,,
,"ANCS",7,,,,,,,,,,,,,,,,,,
,"GPC",7,,,,,,,,,,,,,,,,,,
,"RTSS",7,,,,,,,,,,,,,,,,,,
,"Mensch & Computer",7,,,,,,,,,,,,,,,,,,
,"MTDT",7,,,,,,,,,,,,,,,,,,
,"Computers and Games",7,,,,,,,,,,,,,,,,,,
,"Spatial Cognition",7,,,,,,,,,,,,,,,,,,
,"UC",7,,,,,,,,,,,,,,,,,,
,"SBRN",7,,,,,,,,,,,,,,,,,,
,"HCI (2)",7,,,,,,,,,,,,,,,,,,
,"NPC",7,,,,,,,,,,,,,,,,,,
,"Workshop on Membrane Computing",7,,,,,,,,,,,,,,,,,,
,"XSym",7,,,,,,,,,,,,,,,,,,
,"WICSA",7,,,,,,,,,,,,,,,,,,
,"DEXA Workshop",7,,,,,,,,,,,,,,,,,,
,"FTRTFT",7,,,,,,,,,,,,,,,,,,
,"ATAL",7,,,,,,,,,,,,,,,,,,
,"IEEE Symposium on Mass Storage Systems",7,,,,,,,,,,,,,,,,,,
,"CSEE",7,,,,,,,,,,,,,,,,,,
,"FME",7,,,,,,,,,,,,,,,,,,
,"ACRI",7,,,,,,,,,,,,,,,,,,
,"DNIS",7,,,,,,,,,,,,,,,,,,
,"FLOPS",7,,,,,,,,,,,,,,,,,,
,"Afrigraph",7,,,,,,,,,,,,,,,,,,
,"CA",7,,,,,,,,,,,,,,,,,,
,"TAMC",7,,,,,,,,,,,,,,,,,,
,"SYNASC",7,,,,,,,,,,,,,,,,,,
,"GrC",7,,,,,,,,,,,,,,,,,,
,"RIVF",7,,,,,,,,,,,,,,,,,,
,"USENIX Security Symposium",7,,,,,,,,,,,,,,,,,,
,"CGIV",7,,,,,,,,,,,,,,,,,,
,"TLDI",7,,,,,,,,,,,,,,,,,,
,"Ershov Memorial Conference",7,,,,,,,,,,,,,,,,,,
,"FoIKS",7,,,,,,,,,,,,,,,,,,
,"NOMS",7,,,,,,,,,,,,,,,,,,
,"WOSIS",7,,,,,,,,,,,,,,,,,,
,"MSN",7,,,,,,,,,,,,,,,,,,
,"DICTA",7,,,,,,,,,,,,,,,,,,
,"CLIN",7,,,,,,,,,,,,,,,,,,
,"Symposium on Solid Modeling and Applications",7,,,,,,,,,,,,,,,,,,
,"HCI (1)",7,,,,,,,,,,,,,,,,,,
,"POS",7,,,,,,,,,,,,,,,,,,
,"ERSA",7,,,,,,,,,,,,,,,,,,
,"NGITS",7,,,,,,,,,,,,,,,,,,
,"Robotics: Science and Systems",7,,,,,,,,,,,,,,,,,,
,"IFIP Int. Conf. Digital Forensics",7,,,,,,,,,,,,,,,,,,
,"LPE",7,,,,,,,,,,,,,,,,,,
,"USENIX Annual Technical Conference, FREENIX Track",7,,,,,,,,,,,,,,,,,,
,"OTM Conferences (1)",7,,,,,,,,,,,,,,,,,,
,"INEX",7,,,,,,,,,,,,,,,,,,
,"ISADS",7,,,,,,,,,,,,,,,,,,
,"ARC",7,,,,,,,,,,,,,,,,,,
,"ICVS",7,,,,,,,,,,,,,,,,,,
,"COMAD",7,,,,,,,,,,,,,,,,,,
,"Haskell",7,,,,,,,,,,,,,,,,,,
,"AIIDE",7,,,,,,,,,,,,,,,,,,
,"ICSC",7,,,,,,,,,,,,,,,,,,
,"CPR",7,,,,,,,,,,,,,,,,,,
,"DILS",7,,,,,,,,,,,,,,,,,,
,"ISCIS",7,,,,,,,,,,,,,,,,,,
,"IPPS",7,,,,,,,,,,,,,,,,,,
,"MLDM",7,,,,,,,,,,,,,,,,,,
,"ICANN (2)",7,,,,,,,,,,,,,,,,,,
,"NSDI",7,,,,,,,,,,,,,,,,,,
,"Int. Sym. Wikis",7,,,,,,,,,,,,,,,,,,
,"ICIC (2)",7,,,,,,,,,,,,,,,,,,
,"MOBIWAC",7,,,,,,,,,,,,,,,,,,
,"MMS",7,,,,,,,,,,,,,,,,,,
,"WCET",7,,,,,,,,,,,,,,,,,,
,"CANS",7,,,,,,,,,,,,,,,,,,
,"IROS",7,,,,,,,,,,,,,,,,,,
,"LANOMS",7,,,,,,,,,,,,,,,,,,
,"OTM Workshops",7,,,,,,,,,,,,,,,,,,
,"ICGA",7,,,,,,,,,,,,,,,,,,
,"MASS",7,,,,,,,,,,,,,,,,,,
,"WISE Workshops",7,,,,,,,,,,,,,,,,,,
,"BIS",7,,,,,,,,,,,,,,,,,,
,"HPCN Europe",7,,,,,,,,,,,,,,,,,,
,"CIG",7,,,,,,,,,,,,,,,,,,
,"UML",7,,,,,,,,,,,,,,,,,,
,"ICANN (1)",7,,,,,,,,,,,,,,,,,,
,"CSCLP",7,,,,,,,,,,,,,,,,,,
,"PuK",7,,,,,,,,,,,,,,,,,,
,"WINE",7,,,,,,,,,,,,,,,,,,
,"International Semantic Web Conference",7,,,,,,,,,,,,,,,,,,
,"DMSN",7,,,,,,,,,,,,,,,,,,
,"ENTER",7,,,,,,,,,,,,,,,,,,
,"VISUAL",7,,,,,,,,,,,,,,,,,,
,"SSPR/SPR",7,,,,,,,,,,,,,,,,,,
,"EuroSys",7,,,,,,,,,,,,,,,,,,
,"ICIAP",7,,,,,,,,,,,,,,,,,,
,"ArgMAS",7,,,,,,,,,,,,,,,,,,
,"Reasoning Web",7,,,,,,,,,,,,,,,,,,
,"Symposium on Computer Animation",7,,,,,,,,,,,,,,,,,,
,"SBIA",7,,,,,,,,,,,,,,,,,,
,"International Conference on Supercomputing",7,,,,,,,,,,,,,,,,,,
,"Australasian Database Conference",7,,,,,,,,,,,,,,,,,,
,"APCCM",7,,,,,,,,,,,,,,,,,,
,"CIBCB",7,,,,,,,,,,,,,,,,,,
,"MSR",7,,,,,,,,,,,,,,,,,,
,"ICPP (1)",7,,,,,,,,,,,,,,,,,,
,"ICCSA (3)",7,,,,,,,,,,,,,,,,,,
,"IEEE SCC",7,,,,,,,,,,,,,,,,,,
,"EUROMICRO-SEAA",7,,,,,,,,,,,,,,,,,,
,"HRI",7,,,,,,,,,,,,,,,,,,
,"Evolvable Hardware",7,,,,,,,,,,,,,,,,,,
,"SIGCPR",6,,,,,,,,,,,,,,,,,,
,"GfKl",6,,,,,,,,,,,,,,,,,,
,"EMO",6,,,,,,,,,,,,,,,,,,
,"Business Process Management Workshops",6,,,,,,,,,,,,,,,,,,
,"3DIM",6,,,,,,,,,,,,,,,,,,
,"SSD",6,,,,,,,,,,,,,,,,,,
,"EPEW",6,,,,,,,,,,,,,,,,,,
,"IRCDL",6,,,,,,,,,,,,,,,,,,
,"SARA",6,,,,,,,,,,,,,,,,,,
,"ICDIM",6,,,,,,,,,,,,,,,,,,
,"CONIELECOMP",6,,,,,,,,,,,,,,,,,,
,"URSW",6,,,,,,,,,,,,,,,,,,
,"CIAC",6,,,,,,,,,,,,,,,,,,
,"HCC",6,,,,,,,,,,,,,,,,,,
,"MSV",6,,,,,,,,,,,,,,,,,,
,"USENIX Winter",6,,,,,,,,,,,,,,,,,,
,"DDECS",6,,,,,,,,,,,,,,,,,,
,"NIME",6,,,,,,,,,,,,,,,,,,
,"SECRYPT",6,,,,,,,,,,,,,,,,,,
,"HLT-NAACL",6,,,,,,,,,,,,,,,,,,
,"ICGSE",6,,,,,,,,,,,,,,,,,,
,"AAIM",6,,,,,,,,,,,,,,,,,,
,"GCA",6,,,,,,,,,,,,,,,,,,
,"Berkeley Workshop",6,,,,,,,,,,,,,,,,,,
,"ExaCt",6,,,,,,,,,,,,,,,,,,
,"ISCAS (1)",6,,,,,,,,,,,,,,,,,,
,"ICSAMOS",6,,,,,,,,,,,,,,,,,,
,"FroCos",6,,,,,,,,,,,,,,,,,,
,"EUROSPEECH",6,,,,,,,,,,,,,,,,,,
,"ICCBSS",6,,,,,,,,,,,,,,,,,,
,"MAAMAW",6,,,,,,,,,,,,,,,,,,
,"WS-FM",6,,,,,,,,,,,,,,,,,,
,"GLOBECOM",6,,,,,,,,,,,,,,,,,,
,"MoDELS",6,,,,,,,,,,,,,,,,,,
,"GCC",6,,,,,,,,,,,,,,,,,,
,"ECAL",6,,,,,,,,,,,,,,,,,,
,"VTC Fall",6,,,,,,,,,,,,,,,,,,
,"APSCC",6,,,,,,,,,,,,,,,,,,
,"ICDE Workshops",6,,,,,,,,,,,,,,,,,,
,"DEBS",6,,,,,,,,,,,,,,,,,,
,"Advances in Computer Graphics",6,,,,,,,,,,,,,,,,,,
,"ACIS-ICIS",6,,,,,,,,,,,,,,,,,,
,"PICS",6,,,,,,,,,,,,,,,,,,
,"ISTA",6,,,,,,,,,,,,,,,,,,
,"CEAS",6,,,,,,,,,,,,,,,,,,
,"FUZZ-IEEE",6,,,,,,,,,,,,,,,,,,
,"Diagrams",6,,,,,,,,,,,,,,,,,,
,"AVSS",6,,,,,,,,,,,,,,,,,,
,"ISM",6,,,,,,,,,,,,,,,,,,
,"BSB",6,,,,,,,,,,,,,,,,,,
,"IWFM",6,,,,,,,,,,,,,,,,,,
,"APBC",6,,,,,,,,,,,,,,,,,,
,"CSR",6,,,,,,,,,,,,,,,,,,
,"Fachtagung über Programmiersprachen",6,,,,,,,,,,,,,,,,,,
,"IFIP TCS",6,,,,,,,,,,,,,,,,,,
,"ARCS Workshops",6,,,,,,,,,,,,,,,,,,
,"IEEE VAST",6,,,,,,,,,,,,,,,,,,
,"FDTC",6,,,,,,,,,,,,,,,,,,
,"DMKD",6,,,,,,,,,,,,,,,,,,
,"WiMob",6,,,,,,,,,,,,,,,,,,
,"EUC",6,,,,,,,,,,,,,,,,,,
,"SIGMAP",6,,,,,,,,,,,,,,,,,,
,"BIOSIG",6,,,,,,,,,,,,,,,,,,
,"PRIB",6,,,,,,,,,,,,,,,,,,
,"CTW",6,,,,,,,,,,,,,,,,,,
,"WEBIST (Selected Papers)",6,,,,,,,,,,,,,,,,,,
,"TPCG",6,,,,,,,,,,,,,,,,,,
,"CASC",6,,,,,,,,,,,,,,,,,,
,"Fuzzy Days",6,,,,,,,,,,,,,,,,,,
,"ADL",6,,,,,,,,,,,,,,,,,,
,"Formal Aspects in Security and Trust",6,,,,,,,,,,,,,,,,,,
,"EC-TEL",6,,,,,,,,,,,,,,,,,,
,"PST",6,,,,,,,,,,,,,,,,,,
,"ISVC (1)",6,,,,,,,,,,,,,,,,,,
,"IDMS",6,,,,,,,,,,,,,,,,,,
,"ISCA PDCS",6,,,,,,,,,,,,,,,,,,
,"ICDCN",6,,,,,,,,,,,,,,,,,,
,"ICONIP (1)",6,,,,,,,,,,,,,,,,,,
,"SWCT (FOCS)",6,,,,,,,,,,,,,,,,,,
,"MATA",6,,,,,,,,,,,,,,,,,,
,"TES",6,,,,,,,,,,,,,,,,,,
,"USENIX Summer",6,,,,,,,,,,,,,,,,,,
,"UIC",6,,,,,,,,,,,,,,,,,,
,"ICPP (3)",6,,,,,,,,,,,,,,,,,,
,"DIPES",6,,,,,,,,,,,,,,,,,,
,"ICC",6,,,,,,,,,,,,,,,,,,
,"ER Workshops",6,,,,,,,,,,,,,,,,,,
,"ISBRA",6,,,,,,,,,,,,,,,,,,
,"CollaborateCom",6,,,,,,,,,,,,,,,,,,
,"ICMB",6,,,,,,,,,,,,,,,,,,
,"CPA",6,,,,,,,,,,,,,,,,,,
,"EvoBio",6,,,,,,,,,,,,,,,,,,
,"Tangible and Embedded Interaction",6,,,,,,,,,,,,,,,,,,
,"WALCOM",6,,,,,,,,,,,,,,,,,,
,"IPMU",6,,,,,,,,,,,,,,,,,,
,"Multiple Classifier Systems",6,,,,,,,,,,,,,,,,,,
,"K-CAP",6,,,,,,,,,,,,,,,,,,
,"ESWC",6,,,,,,,,,,,,,,,,,,
,"HiPEAC",6,,,,,,,,,,,,,,,,,,
,"IWLCS",6,,,,,,,,,,,,,,,,,,
,"CONTEXT",6,,,,,,,,,,,,,,,,,,
,"CMMR",6,,,,,,,,,,,,,,,,,,
,"ICPP (2)",6,,,,,,,,,,,,,,,,,,
,"TestCom",6,,,,,,,,,,,,,,,,,,
,"WACV",6,,,,,,,,,,,,,,,,,,
,"IIH-MSP",6,,,,,,,,,,,,,,,,,,
,"MM&Sec",6,,,,,,,,,,,,,,,,,,
,"Advanced Functional Programming",6,,,,,,,,,,,,,,,,,,
,"OZCHI",6,,,,,,,,,,,,,,,,,,
,"SAMOS",6,,,,,,,,,,,,,,,,,,
,"ARES",6,,,,,,,,,,,,,,,,,,
,"ICPC",6,,,,,,,,,,,,,,,,,,
,"IS&N",6,,,,,,,,,,,,,,,,,,
,"WebKDD",6,,,,,,,,,,,,,,,,,,
,"VTC Spring",6,,,,,,,,,,,,,,,,,,
,"ISHPC",6,,,,,,,,,,,,,,,,,,
,"ASIACCS",6,,,,,,,,,,,,,,,,,,
,"ISAIM",6,,,,,,,,,,,,,,,,,,
,"Communications in Computing",6,,,,,,,,,,,,,,,,,,
,"SSTD",6,,,,,,,,,,,,,,,,,,
,"FECS",6,,,,,,,,,,,,,,,,,,
,"IWSEC",6,,,,,,,,,,,,,,,,,,
,"LACL",6,,,,,,,,,,,,,,,,,,
,"CoNEXT",6,,,,,,,,,,,,,,,,,,
,"USAB",6,,,,,,,,,,,,,,,,,,
,"TAMODIA",6,,,,,,,,,,,,,,,,,,
,"ICCL",6,,,,,,,,,,,,,,,,,,
,"AVI",6,,,,,,,,,,,,,,,,,,
,"MoMM",6,,,,,,,,,,,,,,,,,,
,"ONDM",6,,,,,,,,,,,,,,,,,,
,"DLS",6,,,,,,,,,,,,,,,,,,
,"PRO-VE",6,,,,,,,,,,,,,,,,,,
,"VDB",6,,,,,,,,,,,,,,,,,,
,"SSS",6,,,,,,,,,,,,,,,,,,
