#Coluna 1 - Periodo
#Coluna 2 - Diametro
#Coluna 3 - Caminho Minimo Medio
#Coluna 4 - Coeficiente de agrupamento
#Coluna 5 - Assortatividade
#Coluna 6 - Numero de Nodos
#Coluna 7 - Numero de Arestas
#Coluna 8 - Atributo: num_publicacao
1975	2	1.33333333333	0.263565891473	0.883116883117	43	65	26
1976	2	1.33333333333	0.157407407407	0.906966292135	72	105	47
1977	3	1.6	0.13	0.827844606586	100	147	68
1978	3	1.85714285714	0.189781021898	0.785568529645	137	214	95
1979	3	1.94444444444	0.21559454191	0.684552388599	171	280	119
1980	3	1.94444444444	0.232211538462	0.617570686671	208	345	142
1981	4	2.11111111111	0.239173789174	0.62951383461	234	387	167
1982	6	2.98529411765	0.277615694165	0.6885020959	284	485	204
1983	8	3.60037878788	0.304416282642	0.704915339205	310	555	233
1984	9	4.15836734694	0.323570998641	0.647294469031	355	677	264
1985	9	4.31236897275	0.334383218277	0.645651320967	416	799	304
1986	10	4.54078674948	0.3422848258	0.676106952122	458	909	341
1987	11	5.01198501873	0.359511327287	0.663859082782	526	1063	391
1988	10	4.90666666667	0.38332805231	0.591590588319	619	1270	453
1989	12	5.27718996063	0.385472522465	0.564051300259	665	1370	500
1990	11	5.11611374408	0.406107186998	0.450770315313	723	1555	548
1991	11	5.17998663901	0.416228581323	0.457645302289	779	1717	596
1992	12	5.44252210688	0.423679288457	0.42244834053	857	1914	661
1993	13	5.72639911123	0.453093053934	0.395419859902	993	2303	750
1994	13	5.87493121129	0.49221333834	0.412347210259	1113	2819	824
1995	14	5.74227531242	0.502436838846	0.389149030628	1229	3150	909
1996	15	5.67533912724	0.532113726141	0.36884567417	1346	3710	973
1997	15	5.56374079876	0.557964679462	0.334669875114	1474	4379	1040
1998	14	5.53300342469	0.572754295484	0.32466102469	1607	4843	1126
1999	14	5.45715358457	0.588696746751	0.337486760843	1749	5580	1211
2000	14	5.54160635045	0.602959491653	0.312858850598	1889	6133	1292
2001	14	5.53892682187	0.612844344321	0.29576872172	2011	6547	1376
2002	14	5.47016279341	0.622282542077	0.283188965112	2123	7025	1458
2003	14	5.37762341416	0.635590123696	0.262954437564	2267	7802	1553
2004	13	5.24585887307	0.645360715169	0.242383221773	2446	8609	1671
2005	13	5.17346389582	0.654365185602	0.235920296852	2638	9572	1787
2006	13	5.10467160565	0.66055571783	0.223967370474	2800	10242	1886
2007	15	5.10494151936	0.664202237356	0.214061188712	3009	11077	2023
2008	13	5.09299556849	0.672526245458	0.199589832914	3242	12079	2155
2009	13	5.08059038058	0.678451452441	0.190663392171	3449	12956	2279
2010	12	5.03685996237	0.692324443325	0.176383020931	3744	14412	2418
2011	12	5.00367180426	0.696622252548	0.158275388826	3987	15681	2559
2012	13	4.97225841906	0.701031474633	0.155785650386	4202	16800	2671
