#Coluna 1 - Periodo
#Coluna 2 - Diametro
#Coluna 3 - Caminho Minimo Medio
#Coluna 4 - Coeficiente de agrupamento
#Coluna 5 - Assortatividade
#Coluna 6 - Numero de Nodos
#Coluna 7 - Numero de Arestas
#Coluna 8 - Atributo: num_publicacao
1984-1985	1	1.0	0.253787878788	0.958307597282	88	134	57
1986-1987	3	1.90476190476	0.235735735736	0.76746506986	111	172	67
1988-1989	1	1.0	0.388379204893	0.980869565217	109	181	60
1990-1991	2	1.4	0.443452380952	0.92938948924	112	195	58
1992-1993	1	1.0	0.355555555556	0.998903411543	135	253	69
1994-1995	1	1.0	0.477477477477	0.975842880524	148	279	71
1996-1997	2	1.33333333333	0.512345679012	0.962582119394	108	185	55
1998-1999	1	1.0	0.423913043478	0.951656905203	138	250	70
2000-2001	2	1.64285714286	0.571739807034	0.81360045195	153	301	70
2002-2003	1	1.0	0.44014084507	0.963178662404	142	265	69
2004-2005	3	1.75555555556	0.499068322981	0.744803058593	184	346	88
2006-2007	3	1.72727272727	0.617946748592	0.742787395505	186	383	83
2008-2009	2	1.37777777778	0.657510537172	0.757674505456	177	389	77
2010-2011	4	2.22222222222	0.79606873823	0.726402947967	236	543	89
