#Coluna 1 - Periodo
#Coluna 2 - Diametro
#Coluna 3 - Caminho Minimo Medio
#Coluna 4 - Coeficiente de agrupamento
#Coluna 5 - Assortatividade
#Coluna 6 - Numero de Nodos
#Coluna 7 - Numero de Arestas
#Coluna 8 - Atributo: num_publicacao
1982-1983	6	2.54166666667	0.333870701058	0.673033530232	96	178	75
1984-1985	1	1.0	0.374183006536	0.80867325513	102	185	66
1986-1987	4	2.12418300654	0.370552248677	0.695704123597	96	189	66
1988-1989	6	2.83516483516	0.170634920635	0.620758212462	102	160	74
1990-1991	5	2.24242424242	0.398862199747	0.597755643513	113	201	66
1992-1993	3	1.66666666667	0.548581560284	0.797661538462	94	184	60
1994-1995	5	2.46666666667	0.433015873016	0.663545065052	105	204	61
1996-1997	10	4.1354679803	0.6183737646	0.450620543966	106	224	53
1998-1999	3	1.78571428571	0.681351981352	0.669412726287	143	301	67
2000-2001	6	2.35238095238	0.610566706021	0.630584736881	121	271	58
2002-2003	2	1.57142857143	0.672380952381	0.677157582342	115	238	56
2004-2005	3	1.98692810458	0.697763125763	0.556692769698	150	348	69
2006-2007	6	2.98529411765	0.737777777778	0.767110618611	165	402	70
2008-2009	4	2.21904761905	0.737439328348	0.578892400799	132	323	61
2010-2011	4	2.41025641026	0.709673959674	0.375520582175	111	259	59
2012-2013	3	1.55555555556	0.716632653061	0.723183391003	70	155	30
